01/05/2024,15.00,sale STRIPE-CIQBV0NKIHUC2ZXW9PRXXY0PPETC txn_3PBjvdGtEGgLrOja1VVHb4x0 Youth Class 10-14
01/05/2024,-0.43,fee STRIPE-CIQBV0NKIHUC2ZXW9PRXXY0PPETC txn_3PBjvdGtEGgLrOja1VVHb4x0 Youth Class 10-14
01/05/2024,0.00,stripe debit STRIPE-H83QAOMN99KHTPE2NZVF9WOME5XQ po_1PAjqnGtEGgLrOjaqDIXCjBJ
02/05/2024,0.00,stripe debit STRIPE-FJ3UUCQWFV9JK1KMECNGPYT8AV3G po_1PB69AGtEGgLrOjaKsEbnXgP
03/05/2024,30.00,sale STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT txn_3PCHV6GtEGgLrOja0KUYUyDN Youth Class 6-9
03/05/2024,-0.65,fee STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT txn_3PCHV6GtEGgLrOja0KUYUyDN Youth Class 6-9
03/05/2024,10.00,sale STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT txn_3PCLEoGtEGgLrOja03CzZDAj Outdoor Class East
03/05/2024,-0.35,fee STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT txn_3PCLEoGtEGgLrOja03CzZDAj Outdoor Class East
03/05/2024,20.00,sale STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT txn_3PCRCkGtEGgLrOja0owAhe9Q Outdoor Class East
03/05/2024,-0.50,fee STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT txn_3PCRCkGtEGgLrOja0owAhe9Q Outdoor Class East
04/05/2024,10.00,sale STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT txn_3PCVt3GtEGgLrOja039nQ1cv Outdoor Class East
04/05/2024,-0.35,fee STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT txn_3PCVt3GtEGgLrOja039nQ1cv Outdoor Class East
04/05/2024,10.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCcAUGtEGgLrOja0J5HoEEY Outdoor Class East
04/05/2024,-0.53,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCcAUGtEGgLrOja0J5HoEEY Outdoor Class East
04/05/2024,20.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCd5ZGtEGgLrOja087DuDXh Outdoor Class East
04/05/2024,-0.50,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCd5ZGtEGgLrOja087DuDXh Outdoor Class East
04/05/2024,10.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCdWKGtEGgLrOja0UMkP8QV Outdoor Class East
04/05/2024,-0.35,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCdWKGtEGgLrOja0UMkP8QV Outdoor Class East
04/05/2024,10.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCdpmGtEGgLrOja04dFjSri Outdoor Class East
04/05/2024,-0.35,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCdpmGtEGgLrOja04dFjSri Outdoor Class East
04/05/2024,15.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCeUCGtEGgLrOja0OGIMEn0 Youth Class 10-14
04/05/2024,-0.43,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCeUCGtEGgLrOja0OGIMEn0 Youth Class 10-14
04/05/2024,15.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCgV8GtEGgLrOja1URYZUIL Youth Class 6-9
04/05/2024,-0.38,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCgV8GtEGgLrOja1URYZUIL Youth Class 6-9
04/05/2024,15.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCibaGtEGgLrOja0HkrTOf9 Youth Class 10-14
04/05/2024,-0.43,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCibaGtEGgLrOja0HkrTOf9 Youth Class 10-14
04/05/2024,10.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PClrEGtEGgLrOja1cwzaoBZ Outdoor Class North
04/05/2024,-0.35,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PClrEGtEGgLrOja1cwzaoBZ Outdoor Class North
04/05/2024,30.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCm9iGtEGgLrOja1VyQqtia Youth Class 10-14
04/05/2024,-0.65,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCm9iGtEGgLrOja1VyQqtia Youth Class 10-14
04/05/2024,30.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCnpJGtEGgLrOja1JYekhMO Youth Class 6-9
04/05/2024,-0.65,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCnpJGtEGgLrOja1JYekhMO Youth Class 6-9
04/05/2024,10.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCpJWGtEGgLrOja1ENov6HE Outdoor Class North
04/05/2024,-0.35,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCpJWGtEGgLrOja1ENov6HE Outdoor Class North
04/05/2024,10.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCpT0GtEGgLrOja0Cxvxy9l Outdoor Class North
04/05/2024,-0.35,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCpT0GtEGgLrOja0Cxvxy9l Outdoor Class North
04/05/2024,15.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCr6CGtEGgLrOja03qcWd6m Youth Class 6-9
04/05/2024,-0.43,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCr6CGtEGgLrOja03qcWd6m Youth Class 6-9
05/05/2024,15.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCskfGtEGgLrOja1O6845Bc Youth Class 6-9
05/05/2024,-0.43,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCskfGtEGgLrOja1O6845Bc Youth Class 6-9
05/05/2024,15.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCyfVGtEGgLrOja1G6Je5Vb Youth Class 6-9
05/05/2024,-0.43,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PCyfVGtEGgLrOja1G6Je5Vb Youth Class 6-9
05/05/2024,15.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PD04AGtEGgLrOja0uMuG93v Youth Class 10-14
05/05/2024,-0.43,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PD04AGtEGgLrOja0uMuG93v Youth Class 10-14
05/05/2024,10.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PD0lEGtEGgLrOja0sKQPMgF Outdoor Class North
05/05/2024,-0.35,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PD0lEGtEGgLrOja0sKQPMgF Outdoor Class North
05/05/2024,30.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PD1lAGtEGgLrOja0f8s61nB Youth Class 6-9
05/05/2024,-0.65,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PD1lAGtEGgLrOja0f8s61nB Youth Class 6-9
06/05/2024,15.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PDRDGGtEGgLrOja07LaWpBG Adult Decathlon
06/05/2024,-0.43,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PDRDGGtEGgLrOja07LaWpBG Adult Decathlon
06/05/2024,15.00,refund STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PDRDGGtEGgLrOja0Ixeatt7 Adult Decathlon
07/05/2024,15.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PDmEqGtEGgLrOja0hABRWMR Youth Decathlon
07/05/2024,-0.43,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PDmEqGtEGgLrOja0hABRWMR Youth Decathlon
07/05/2024,10.00,sale STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PDpnoGtEGgLrOja1WkUtM5v Outdoor Class East
07/05/2024,-0.53,fee STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE txn_3PDpnoGtEGgLrOja1WkUtM5v Outdoor Class East
07/05/2024,0.00,stripe debit STRIPE-CIQBV0NKIHUC2ZXW9PRXXY0PPETC po_1PBrmJGtEGgLrOjaqZqU8Phj
08/05/2024,60.00,sale STRIPE-G0DSRXNAGFW3LLA4VHEFMSRED9BI txn_3PE7dpGtEGgLrOja0FhQIf9l Private Booking
08/05/2024,-1.10,fee STRIPE-G0DSRXNAGFW3LLA4VHEFMSRED9BI txn_3PE7dpGtEGgLrOja0FhQIf9l Private Booking
