01/05/2024,14.57,Sale - Youth Class 10-14 - Trace: STRIPE-CIQBV0NKIHUC2ZXW9PRXXY0PPETC - Transaction: txn_3PBjvdGtEGgLrOja1VVHb4x0
01/05/2024,-0.43,Fee - Youth Class 10-14 - Trace: STRIPE-CIQBV0NKIHUC2ZXW9PRXXY0PPETC - Transaction: txn_3PBjvdGtEGgLrOja1VVHb4x0
01/05/2024,-67.99,transfer - Trace: STRIPE-H83QAOMN99KHTPE2NZVF9WOME5XQ - Payout: po_1PAjqnGtEGgLrOjaqDIXCjBJ
02/05/2024,-409.27,transfer - Trace: STRIPE-FJ3UUCQWFV9JK1KMECNGPYT8AV3G - Payout: po_1PB69AGtEGgLrOjaKsEbnXgP
03/05/2024,29.35,Sale - Youth Class 6-9 - Trace: STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT - Transaction: txn_3PCHV6GtEGgLrOja0KUYUyDN
03/05/2024,-0.65,Fee - Youth Class 6-9 - Trace: STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT - Transaction: txn_3PCHV6GtEGgLrOja0KUYUyDN
03/05/2024,9.65,Sale - Outdoor Class East - Trace: STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT - Transaction: txn_3PCLEoGtEGgLrOja03CzZDAj
03/05/2024,-0.35,Fee - Outdoor Class East - Trace: STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT - Transaction: txn_3PCLEoGtEGgLrOja03CzZDAj
03/05/2024,19.50,Sale - Outdoor Class East - Trace: STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT - Transaction: txn_3PCRCkGtEGgLrOja0owAhe9Q
03/05/2024,-0.50,Fee - Outdoor Class East - Trace: STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT - Transaction: txn_3PCRCkGtEGgLrOja0owAhe9Q
03/05/2024,9.65,Sale - Outdoor Class East - Trace: STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT - Transaction: txn_3PCVt3GtEGgLrOja039nQ1cv
03/05/2024,-0.35,Fee - Outdoor Class East - Trace: STRIPE-L8XTVMIPIYQ0ITDSH58QU3ATXSNT - Transaction: txn_3PCVt3GtEGgLrOja039nQ1cv
04/05/2024,9.47,Sale - Outdoor Class East - Trace: STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE - Transaction: txn_3PCcAUGtEGgLrOja0J5HoEEY
04/05/2024,-0.53,Fee - Outdoor Class East - Trace: STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE - Transaction: txn_3PCcAUGtEGgLrOja0J5HoEEY
04/05/2024,19.50,Sale - Outdoor Class East - Trace: STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE - Transaction: txn_3PCd5ZGtEGgLrOja087DuDXh
04/05/2024,-0.50,Fee - Outdoor Class East - Trace: STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE - Transaction: txn_3PCd5ZGtEGgLrOja087DuDXh
04/05/2024,9.65,Sale - Outdoor Class East - Trace: STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE - Transaction: txn_3PCdWKGtEGgLrOja0UMkP8QV
04/05/2024,-0.35,Fee - Outdoor Class East - Trace: STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE - Transaction: txn_3PCdWKGtEGgLrOja0UMkP8QV
04/05/2024,9.65,Sale - Outdoor Class East - Trace: STRIPE-MUYHJLD8VML5BJW2DYWZSXM3MXYE - Transaction: txn_3PCdpmGtEGgLrOja04dFjSri
